cis.gene	trans.gene	SNP	PC1	PC3	PC4	PC5	PC7	PC8	PC9	PC13	PC14	PC20	PC24	PC36	PC44	PC281	PC305	PC309	pcr	platform	sex
0.0195427983999252	-0.010418813675642	0	6.41581544744616	1.3816126690289	-8.45021620567747	15.7341503801408	17.1086497480849	-13.3378804440609	10.0841569846082	7.96451577839697	-6.49707444117821	-3.86977450424412	-0.393132252676341	-3.84070718131748	-8.67400464354759	1.00238122827684	-6.02345491088928	3.07486704080878	1	1	1
0.0520149767398834	0.000463907374069095	0	11.0570373158578	4.58960189027028	-22.6781874901427	-7.98208544144418	8.17448717505696	-26.0291330110323	14.3689972276534	1.50562267807499	-7.26435632514807	5.1822737360797	3.05845145630916	-11.2369269820324	-6.7241838236968	0.36216043356605	1.02599972443099	3.35926418956063	1	1	2
0.0890845954418182	0.0220893956720829	0	11.5245883600431	6.65056922041578	46.6485173808245	14.7164909630592	9.34625587102037	2.72844806980736	23.3923257758801	-2.13526084618476	-24.6595029665622	-10.5118152298439	18.5172681981966	-1.43283789346852	-24.1060215256527	-0.362126243635405	-5.37245240629264	-1.87069363147557	1	1	2
0.42924690246582	-0.00960964895784855	0	45.4824277968878	68.6927100651086	-34.470338061444	75.7455640156997	17.8310976274308	10.7827882722101	-25.0364007558235	52.3059561475496	-64.0384869910123	40.21890282452	-64.6139810273455	7.71165475353098	9.09350346339105	0.863593098962561	0.448741854445932	-2.20383938155841	0	1	1
-0.0725956037640572	0.00241368007846177	0	3.68254926611684	10.6788915200792	-4.01261561485054	12.7355831612302	-3.10291083083026	6.84923205593513	3.22695655234649	-1.36809562676431	6.5350784423074	4.12544467585202	-10.812485749812	-3.53220059362649	-2.70137187442715	-0.729870682910218	1.94715062572264	-1.71735041129574	1	1	2
0.00385624170303345	0.00529078207910061	0	9.16372201782963	3.61567257241645	6.76977854334622	-20.5142457892954	2.19775056934312	2.6849268654238	-0.7442742560202	0.423627274278287	5.96948289339376	-2.79662832487824	-2.83581496837613	1.97032672042249	6.22814804150146	1.26389120486128	1.19548065419501	0.389944566821076	1	1	1
0.121838763356209	0.0175899937748909	0	8.31110873908851	20.3193157198073	19.60375634688	-13.8632702950177	-14.0664223806633	-15.0644122227417	-4.98200809925815	12.4902186524598	4.62113558438323	15.8749782028596	-17.6300851554914	-5.60522993639792	19.5237251610027	-11.4741850096097	-19.8308071818258	-2.75509912055937	1	1	1
0.0192456990480423	-0.000286302733002231	0	-0.809169506110707	11.6043253928593	1.52490528997478	-4.16592487405807	5.4658719371196	-7.71373327828569	-10.7639130307513	-1.66900801480456	-5.15762280269646	-3.04027851215065	-8.32083933505637	2.42061517354999	9.23237696783801	0.549145067944669	-9.43591769695115	-5.71378327596867	1	1	1
-0.0273735076189041	0.00688655441626906	0	0.639460785803008	-9.53928100644186	3.31220763819586	1.74410995676687	2.84812168108411	-2.61899148748839	1.94928994235999	0.722512409401391	-2.58545241581922	-0.329763947858673	-2.69621727824324	1.05814679380828	-3.05702126951381	-0.271242850088205	0.293462787716908	-0.497991028116865	1	1	1
-0.00714586675167084	0.00631863856688142	0	2.1713570524108	-6.91657623563201	-12.2784215351629	-0.471244109171456	-11.4011513652502	7.25816358019182	24.215294504005	-11.7580106456227	3.86300991646667	9.41442138650445	7.13920322244994	-3.49248041414473	-4.40541574550269	5.37557519856967	3.09080919652882	6.88689740254397	1	1	2
-0.107261180877686	-0.00465839356184006	0	13.7186531044758	-5.81867124756956	-14.0712781716243	-2.16838729518303	-8.07148022938212	-3.50513211993898	-12.7399534548613	0.304411000906729	1.22284749818936	10.010023174011	1.80190798051047	6.47066585261127	6.36075953484806	8.69527406576489	0.827882142332693	10.0979548831165	0	1	1
