cis.gene	trans.gene	SNP	PC2	PC4	PC5	PC9	PC15	PC16	PC17	PC23	PC54	pcr	platform	sex
-8.51205444335938	-0.00319706997834146	0	75.3253615585048	23.5960118723497	-20.7025728445957	-32.3198263009408	89.2042684575076	-42.7405833912441	37.5262531604025	62.7540573480681	25.0059738082588	1	1	2
-1.78990364074707	-0.00151409616228193	0	-7.36719094666262	-20.7519837444089	-5.56553506814242	5.09019623298026	15.1227659691254	-12.2123364972009	-32.2456792150702	7.88309509108365	3.82016906695425	1	1	1
-2.43521118164062	-0.00587790552526712	0	1.03501276191374	1.62978370227962	10.393883572921	12.0182695331185	-24.761820512582	-15.3370603134963	-5.11570831206443	7.33322028195853	6.65836453506002	1	1	1
10.5592803955078	0.00418008118867874	0	9.67151451791207	38.6770568543453	-25.155383474222	22.3600036729815	-48.2221290695632	50.5194027037854	-26.4141570494022	-7.81144147440328	-5.60050983311909	1	1	1
4.59902572631836	0.000842870736960322	0	-16.5247926494459	5.63578071727645	4.41700918652191	4.91144082486506	-3.48941102382418	-3.12725774016008	-1.7165293682239	1.3410242182551	-0.808369213529044	1	1	1
-0.899715423583984	0.000722487282473594	0	-25.8288498723667	1.18607358208051	-3.81427113707657	-6.89973597845092	12.3778691576012	-1.97576770227282	7.94335340211963	-5.31179572085471	5.77854695662347	1	1	2
2.04106903076172	0.000202740775421262	0	-16.8936997267291	9.05935392894071	19.579127251418	15.6507042120222	30.3997259968434	2.17016503518638	12.7333576625315	-5.97482873654855	6.41264180886502	1	1	2
-1.52840042114258	-0.00474925199523568	0	10.6460125974059	-41.3517406273153	5.55428924392751	-16.1467082706701	-16.3138991721973	-4.7043003963197	-3.32418039962318	-4.40433649191134	-6.85721449600925	0	1	1
1.76436805725098	-0.00142917619086802	0	33.5714594919063	20.7353629593076	-16.6828524345384	-24.8407715334801	-24.250827523138	-23.7127451382866	14.187626470137	7.44851055302305	-14.494967840779	1	1	1
-2.20481109619141	-0.000768814119510353	0	-18.9332740261684	10.6349390914747	-12.1994146956245	-18.8143907738415	-4.17249622354983	-4.87054504893147	0.866960716198953	-8.00041539561858	8.78875280606033	1	1	2
1.05547142028809	0.000298908562399447	1	34.2284659012487	-8.49091131182734	16.0190328679308	10.6171883705686	6.38739682160292	-6.25671069431509	-14.4418774852088	-2.97343371682587	3.98022076999256	0	1	1
-0.241641998291016	-0.00114283326547593	0	3.05461446613741	-14.4859596112596	-2.78548803991834	-1.12450093671275	2.71184340940153	-5.46539765562681	-2.55188920110648	1.21726422706012	2.55172057080246	0	1	1
-2.3698205947876	-0.000789853103924543	0	-4.83862736047417	-10.3419903290502	-8.31569396255119	-21.7591527076778	-3.22625088036939	2.94502651808086	-27.8010222656091	14.3474696078046	-0.643260990636957	1	1	2
-1.50339698791504	-0.00066783680813387	0	43.952740549558	38.0564226950178	-25.0652583005011	16.5898219310574	11.7752278462361	-37.4550491669558	13.4427239115763	-1.89455378313969	16.2754288557405	1	1	2
4.63434219360352	0.00168951309751719	0	-42.9641657400665	68.8815224789242	-47.4657457031115	1.92591897038405	-4.81895767019143	12.7100360586508	20.8161845582943	3.96850018403837	-10.4787257606131	1	1	1
-1.35631561279297	0.000253370613791049	0	5.80739558110913	10.6524642017917	-8.92914725604955	-14.5899215657023	-1.43211871203873	-3.57005519765161	-16.9823598230939	7.2387311092119	6.50596459328746	1	1	1
0.620956420898438	-0.00169403047766536	0	-23.5061575139277	-6.72866709723306	12.3997353388495	3.33088751317857	13.4584414102262	1.88587714710812	-5.2886809383638	-1.885203880374	-1.71500002647794	1	1	1
7.03528594970703	0.0023788835387677	0	21.7462310191874	39.8709631158545	-14.3507944604749	-7.02025752008339	-26.0039115727155	15.5375000406844	-18.7566332775606	-22.4293730584842	16.3412704376114	1	1	1
